 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort
   189    1.673               0             189               0          0.5000;
   190    1.682               0             189               0          0.5000;
   191    1.691               0             189               0          0.5000;
   192    1.700               0             189               0          0.5000;
   193    1.709               0             189               0          0.5000;
   194    1.718               0             189               0          0.5000;
   195    1.727               0             189               0          0.5000;
   196    1.735               0             189               0          0.5000;
   197    1.744               0             190               0          0.5000;
   198    1.753               0             190               0          0.5000;
   199    1.762               0             190               0          0.5000;
   200    1.771               0             190               0          0.5000;
   201    1.780               0             190               0          0.5000;
   202    1.789               0             190               0          0.5000;
   203    1.797               0             190               0          0.5000;
   204    1.806               0             190               0          0.5000;
   205    1.815               0             189               0          0.5000;
   206    1.824               0             189               0          0.5000;
   207    1.833               0             189               0          0.5000;
   208    1.842               0             189               0          0.5000;
   209    1.851               0             189               0          0.5000;
   210    1.859               0             189               0          0.5000;
   211    1.868               0             189               0          0.5000;
   212    1.877               0             189               0          0.5000;
   213    1.886               0             189               0          0.5000;
   214    1.895               0             189               0          0.5000;
   215    1.904               0             190               0          0.5000;
   216    1.913               0             190               0          0.5000;
   217    1.921               0             190               0          0.5000;
   218    1.930               0             190               0          0.5000;
   219    1.939               0             190               0          0.5000;
   220    1.948               0             190               0          0.5000;
   221    1.957               0             189               0          0.5000;
   222    1.966               0             189               0          0.5000;
   223    1.974               0             189               0          0.5000;
   224    1.983               0             189               0          0.5000;
   225    1.992               0             189               0          0.5000;
   226    2.001               0             189               0          0.5000;
   227    2.010               0             189               0          0.5000;
   228    2.019               0             189               0          0.5000;
   229    2.028               0             189               0          0.5000;
   230    2.036               0             189               0          0.5000;
   231    2.045               0             189               0          0.5000;
   232    2.054               0             189               0          0.5000;
   233    2.063               0             189               0          0.5000;
   234    2.072               0             189               0          0.5000;
   235    2.081               0             189               0          0.5000;
   236    2.090               0             189               0          0.5000;
   237    2.098               0             189               0          0.5000;
   238    2.107               0             189               0          0.5000;
   239    2.116               0             189               0          0.5000;
   240    2.125               0             189               0          0.5000;
   241    2.134               0             189               0          0.5000;
   242    2.143               0             189               0          0.5000;
   243    2.152               0             189               0          0.5000;
   244    2.160               0             189               0          0.5000;
   245    2.169               0             189               0          0.5000;
   246    2.178               0             189               0          0.5000;
   247    2.187               0             189               0          0.5000;
   248    2.196               0             189               0          0.5000;
   249    2.205               0             189               0          0.5000;
   250    2.214               0             189               0          0.5000;
   251    2.222               0             189               0          0.5000;
   252    2.231               0             189               0          0.5000;
   253    2.240               0             189               0          0.5000;
   254    2.249               0             189               0          0.5000;
   255    2.258               0             189               0          0.5000;
   256    2.267               0             189               0          0.5000;
   257    2.276               0             189               0          0.5000;
   258    2.284               0             189               0          0.5000;
   259    2.293               0             189               0          0.5000;
   260    2.302               0             189               0          0.5000;
   261    2.311               0             189               0          0.5000;
   262    2.320               0             189               0          0.5000;
   263    2.329               0             189               0          0.5000;
   264    2.338               0             189               0          0.5000;
   265    2.346               0             189               0          0.5000;
   266    2.355               0             189               0          0.5000;
   267    2.364               0             190               0          0.5000;
   268    2.373               0             190               0          0.5000;
   269    2.382               0             190               0          0.5000;
   270    2.391               0             190               0          0.5000;
   271    2.399               0             190               0          0.5000;
   272    2.408               0             190               0          0.5000;
   273    2.417               0             190               0          0.5000;
   274    2.426               0             190               0          0.5000;
   275    2.435               0             190               0          0.5000;
   276    2.444               0             190               0          0.5000;
   277    2.453               0             190               0          0.5000;
   278    2.461               0             190               0          0.5000;
   279    2.470               0             189               0          0.5000;
   280    2.479               0             189               0          0.5000;
   281    2.488               0             189               0          0.5000;
   282    2.497               0             189               0          0.5000;
   283    2.506               0             189               1          0.5000;
   284    2.515               0             189               1          0.5000;
   285    2.523               0             189               1          0.5000;
   286    2.532               0             189               0          0.5000;
   287    2.541               0             190               0          0.5000;
   288    2.550               0             190               0          0.5000;
   289    2.559               0             190               0          0.5000;
   290    2.568               0             190               0          0.5000;
   291    2.577               0             190               0          0.5000;
   292    2.585               0             190               0          0.5000;
   293    2.594               0             190               0          0.5000;
   294    2.603               0             190               0          0.5000;
   295    2.612               0             190               0          0.5000;
   296    2.621               0             190               0          0.5000;
   297    2.630               0             190               0          0.5000;
   298    2.639               0             190               0          0.5000;
   299    2.647               0             190               0          0.5000;
   300    2.656               0             190               0          0.5000;
   301    2.665               0             190               0          0.5000;
   302    2.674               0             190               0          0.5000;
   303    2.683               0             190               0          0.5000;
   304    2.692               0             190               0          0.5000;
   305    2.701               0             190               0          0.5000;
   306    2.709               0             190               0          0.5000;
   307    2.718               0             190               0          0.5000;
   308    2.727               0             190               0          0.5000;
   309    2.736               0             190               0          0.5000;
   310    2.745               0             190               0          0.5000;
   311    2.754               0             190               0          0.5000;
   312    2.763               0             190               0          0.5000;
   313    2.771               0             190               0          0.5000;
   314    2.780               0             190               0          0.5000;
   315    2.789               0             190               0          0.5000;
   316    2.798               0             190               0          0.5000;
   317    2.807               0             190               0          0.5000;
   318    2.816               0             190               0          0.5000;
   319    2.824               0             190               0          0.5000;
   320    2.833               0             190               0          0.5000;
   321    2.842               0             190               0          0.5000;
   322    2.851               0             190               0          0.5000;
   323    2.860               0             190               0          0.5000;
   324    2.869               0             190               0          0.5000;
   325    2.878               0             190               0          0.5000;
   326    2.886               0             190               0          0.5000;
   327    2.895               0             190               0          0.5000;
   328    2.904               0             190               0          0.5000;
   329    2.913               0             190               0          0.5000;
   330    2.922               0             190               0          0.5000;
   331    2.931               0             190               0          0.5000;
   332    2.940               0             190               0          0.5000;
   333    2.948               0             190               0          0.5000;
   334    2.957               0             190               0          0.5000;
   335    2.966               0             190               0          0.5000;
   336    2.975               0             190               0          0.5000;
   337    2.984               0             190               0          0.5000;
   338    2.993               0             190               0          0.5000;
   339    3.002               0             190               0          0.0000;
   340    3.010               0             188               0          0.0000;
   341    3.019               0             184               0          0.0000;
   342    3.028               0             176               0          0.0000;
   343    3.037               0             165               0          0.0000;
   344    3.046               0             151               0          0.0000;
   345    3.055               0             135               0          0.0000;
   346    3.064               0             117               0          0.0000;
   347    3.072               0              97               0          0.0000;
   348    3.081               0              77               0          0.0000;
   349    3.090               0              56               0          0.0000;
   350    3.099               0              35               0          0.0000;
   351    3.108               0              14               0          0.0000;
   352    3.117               0              -6               0          0.0000;
   353    3.126               0             -24               0          0.0000;
   354    3.134               0             -40               0          0.0000;
   355    3.143               0             -54               0          0.0000;
   356    3.152               0             -64               0          0.0000;
   357    3.161               0             -72              -1          0.0000;
   358    3.170               0             -76              -1          0.0000;
   359    3.179               0             -78              -1          0.0000;
   360    3.188               0             -74              -1          0.0000;
   361    3.196               0             -69              -1          0.0000;
   362    3.205               0             -61              -1          0.0000;
   363    3.214               0             -51              -1          0.0000;
   364    3.223               0             -39              -1          0.0000;
   365    3.232               0             -27              -1          0.0000;
   366    3.241               0             -14              -1          0.0000;
   367    3.249               0              -1               0          0.0000;
   368    3.258               0              12               0          0.0000;
   369    3.267               0              25               0          0.0000;
   370    3.276               0              36               0          0.0000;
   371    3.285               0              45               0          0.0000;
   372    3.294               0              53               0          0.0000;
   373    3.303               0              60               0          0.0000;
   374    3.311               0              64               0          0.0000;
   375    3.320               0              66               0          0.0000;
   376    3.329               0              67               0          0.0000;
   377    3.338               0              65               0          0.0000;
   378    3.347               0              61               0          0.0000;
   379    3.356               0              57               0          0.0000;
   380    3.365               0              51               0          0.0000;
   381    3.373               0              45               0          0.0000;
   382    3.382               0              37               0          0.0000;
   383    3.391               0              30               0          0.0000;
   384    3.400               0              23               0          0.0000;
   385    3.409               0              16               0          0.0000;
   386    3.418               0              10               0          0.0000;
   387    3.427               0               4              -1          0.0000;
   388    3.435               0              -0              -1          0.0000;
   389    3.444               0              -4              -1          0.0000;
   390    3.453               0              -6              -1          0.0000;
   391    3.462               0              -8              -1          0.0000;
   392    3.471               0              -8              -1          0.0000;
   393    3.480               0              -5              -1          0.0000;
   394    3.489               0              -3              -1          0.0000;
   395    3.497               0              -0              -1          0.0000;
   396    3.506               0               3              -1          0.0000;
   397    3.515               0               7              -1          0.0000;
   398    3.524               0              10              -1          0.0000;
   399    3.533               0              13              -1          0.0000;
   400    3.542               0              16              -1          0.0000;
   401    3.551               0              19              -1          0.0000;
   402    3.559               0              20              -1          0.0000;
   403    3.568               0              22              -1          0.0000;
   404    3.577               0              22              -1          0.0000;
   405    3.586               0              22              -1          0.0000;
   406    3.595               0              21              -1          0.0000;
   407    3.604               0              20              -1          0.0000;
   408    3.613               0              19              -1          0.0000;
   409    3.621               0              17              -1          0.0000;
   410    3.630               0              15              -1          0.0000;
   411    3.639               0              14              -1          0.0000;
   412    3.648               0              13              -1          0.0000;
   413    3.657               0              12              -1          0.0000;
   414    3.666               0              11              -1          0.0000;
   415    3.674               0              11              -1          0.0000;
   416    3.683               0              11              -1          0.0000;
   417    3.692               0              11              -1          0.0000;
   418    3.701               0              12              -1          0.0000;
   419    3.710               0              13              -1          0.0000;
   420    3.719               0              13              -1          0.0000;
   421    3.728               0              14              -1          0.0000;
   422    3.736               0              15              -1          0.0000;
   423    3.745               0              16              -1          0.0000;
   424    3.754               0              16              -1          0.0000;
   425    3.763               0              16              -1          0.0000;
   426    3.772               0              16              -1          0.0000;
   427    3.781               0              16              -1          0.0000;
   428    3.790               0              15              -1          0.0000;
   429    3.798               0              15              -1          0.0000;
   430    3.807               0              14              -1          0.0000;
   431    3.816               0              14              -1          0.0000;
   432    3.825               0              13              -1          0.0000;
   433    3.834               0              13              -1          0.0000;
   434    3.843               0              13              -1          0.0000;
   435    3.852               0              13              -1          0.0000;
   436    3.860               0              13              -1          0.0000;
   437    3.869               0              14              -1          0.0000;
   438    3.878               0              14              -1          0.0000;
   439    3.887               0              14              -1          0.0000;
   440    3.896               0              15              -1          0.0000;
   441    3.905               0              15              -1          0.0000;
   442    3.914               0              15              -1          0.0000;
   443    3.922               0              15              -1          0.0000;
   444    3.931               0              14              -1          0.0000;
   445    3.940               0              14              -1          0.0000;
   446    3.949               0              14              -1          0.0000;
   447    3.958               0              14              -1          0.0000;
   448    3.967               0              14              -1          0.0000;
   449    3.976               0              14              -1          0.0000;
   450    3.984               0              14              -1          0.0000;
   451    3.993               0              14              -1          0.0000;
   452    4.002               0              14              -1          0.0000;
   453    4.011               0              14              -1          0.0000;
   454    4.020               0              14              -1          0.0000;
   455    4.029               0              14              -1          0.0000;
   456    4.038               0              14              -1          0.0000;
   457    4.046               0              14              -1          0.0000;
   458    4.055               0              14              -1          0.0000;
   459    4.064               0              14              -1          0.0000;
   460    4.073               0              14              -1          0.0000;
   461    4.082               0              14              -1          0.0000;
   462    4.091               0              14              -1          0.0000;
   463    4.099               0              13              -1          0.0000;
   464    4.108               0              13              -1          0.0000;
   465    4.117               0              13              -1          0.0000;
   466    4.126               0              13              -1          0.0000;
   467    4.135               0              13              -1          0.0000;
   468    4.144               0              13              -1          0.0000;
   469    4.153               0              14              -1          0.0000;
   470    4.161               0              14              -1          0.0000;
   471    4.170               0              14              -1          0.0000;
   472    4.179              -1              14              -1          0.0000;
   473    4.188              -1              14              -1          0.0000;
   474    4.197              -1              14              -1          0.0000;
   475    4.206              -1              14              -1          0.0000;
   476    4.215              -1              14              -1          0.0000;
   477    4.223              -1              14              -1          0.0000;
   478    4.232              -1              14              -1          0.0000;
   479    4.241              -1              13              -1          0.0000;
   480    4.250              -1              13              -1          0.0000;
   481    4.259              -1              13              -1          0.0000;
   482    4.268              -1              13              -1          0.0000;
   483    4.277              -1              13              -1          0.0000;
   484    4.285              -1              13              -1          0.0000;
   485    4.294              -1              13              -1          0.0000;
   486    4.303              -1              13              -1          0.0000;
   487    4.312              -1              13              -1          0.0000;
   488    4.321              -1              13              -1          0.0000;
   489    4.330              -1              14              -1          0.0000;
   490    4.339              -1              14              -1          0.0000;
   491    4.347              -1              14              -1          0.0000;
   492    4.356              -1              13              -1          0.0000;
   493    4.365              -1              13              -1          0.0000;
   494    4.374              -1              13              -1          0.0000;
   495    4.383              -1              13              -1          0.0000;
   496    4.392              -1              13              -1          0.0000;
   497    4.401              -1              13              -1          0.0000;
   498    4.409              -1              13              -1          0.0000;
   499    4.418              -1              13              -1          0.0000;
   500    4.427              -1              13              -1          0.0000;
   501    4.436              -1              13              -1          0.0000;
   502    4.445              -1              13              -1          0.0000;
   503    4.454              -1              13              -1          0.0000;
   504    4.463              -1              13              -1          0.0000;
   505    4.471              -1              13              -1          0.0000;
   506    4.480              -1              13              -1          0.0000;
   507    4.489              -1              13              -1          0.0000;
   508    4.498              -1              13              -1          0.0000;
   509    4.507              -1              13              -1          0.0000;
   510    4.516              -1              13              -1          0.0000;
   511    4.524              -1              13              -1          0.0000;
   512    4.533              -1              13              -1          0.0000;
   513    4.542              -1              13              -1          0.0000;
   514    4.551              -1              13              -1          0.0000;
   515    4.560              -1              13              -1          0.0000;
   516    4.569              -1              13              -1          0.0000;
   517    4.578              -1              13              -1          0.0000;
   518    4.586              -1              13              -1          0.0000;
   519    4.595              -1              13              -1          0.0000;
   520    4.604              -1              13              -1          0.0000;
   521    4.613              -1              13              -1          0.0000;
   522    4.622              -1              13              -1          0.0000;
   523    4.631              -1              13              -1          0.0000;
   524    4.640              -1              13              -1          0.0000;
   525    4.648              -1              13              -1          0.0000;
   526    4.657              -1              13              -1          0.0000;
   527    4.666              -1              13              -1          0.0000;
   528    4.675              -1              13              -1          0.0000;
   529    4.684              -1              13              -1          0.0000;
   530    4.693              -1              13              -1          0.0000;
   531    4.702              -1              13              -1          0.0000;
   532    4.710              -1              13              -1          0.0000;
   533    4.719              -1              13              -1          0.0000;
   534    4.728              -1              13              -1          0.0000;
   535    4.737              -1              13              -1          0.0000;
   536    4.746              -1              13              -1          0.0000;
   537    4.755              -1              13              -1          0.0000;
   538    4.764              -1              13              -1          0.0000;
   539    4.772              -1              13              -1          0.0000;
   540    4.781              -1              13              -1          0.0000;
   541    4.790              -1              13              -1          0.0000;
   542    4.799              -1              13              -1          0.0000;
   543    4.808              -1              13              -1          0.0000;
   544    4.817              -1              13              -1          0.0000;
   545    4.826              -1              13              -1          0.0000;
   546    4.834              -1              13              -1          0.0000;
   547    4.843              -1              13              -1          0.0000;
   548    4.852              -1              13              -1          0.0000;
   549    4.861              -1              13              -1          0.0000;
   550    4.870              -1              13              -1          0.0000;
   551    4.879              -1              13              -1          0.0000;
   552    4.888              -1              13              -1          0.0000;
   553    4.896              -1              13              -1          0.0000;
   554    4.905              -2              13              -1          0.0000;
   555    4.914              -2              13              -1          0.0000;
   556    4.923              -2              13              -1          0.0000;
   557    4.932              -2              13              -1          0.0000;
   558    4.941              -2              13              -1          0.0000;
   559    4.949              -2              13              -1          0.0000;
   560    4.958              -2              13              -1          0.0000;
   561    4.967              -2              13              -1          0.0000;
   562    4.976              -2              13              -1          0.0000;
   563    4.985              -2              13              -1          0.0000;
   564    4.994              -2              13              -1          0.0000;
   565    5.003              -2              13              -1          0.0000;
   566    5.011              -2              13              -1          0.0000;
   567    5.020              -2              13              -1          0.0000;
   568    5.029              -2              13              -1          0.0000;
   569    5.038              -2              13              -1          0.0000;
   570    5.047              -2              14              -1          0.0000;
   571    5.056              -2              13              -1          0.0000;
   572    5.065              -2              13              -1          0.0000;
   573    5.073              -2              13              -1          0.0000;
   574    5.082              -2              13              -1          0.0000;
   575    5.091              -2              13              -1          0.0000;
   576    5.100              -2              13              -1          0.0000;
   577    5.109              -2              13              -1          0.0000;
   578    5.118              -2              13              -1          0.0000;
   579    5.127              -2              13              -1          0.0000;
   580    5.135              -2              13              -2          0.0000;
   581    5.144              -2              13              -1          0.0000;
   582    5.153              -2              13              -1          0.0000;
   583    5.162              -2              13              -1          0.0000;
   584    5.171              -2              13              -1          0.0000;
   585    5.180              -2              13              -1          0.0000;
   586    5.189              -2              13              -2          0.0000;
   587    5.197              -2              13              -2          0.0000;
   588    5.206              -2              13              -2          0.0000;
   589    5.215              -2              13              -2          0.0000;
   590    5.224              -2              13              -2          0.0000;
   591    5.233              -2              13              -1          0.0000;
   592    5.242              -2              13              -1          0.0000;
   593    5.251              -2              13              -1          0.0000;
   594    5.259              -2              13              -2          0.0000;
   595    5.268              -2              13              -2          0.0000;
   596    5.277              -2              13              -2          0.0000;
   597    5.286              -2              13              -2          0.0000;
   598    5.295              -2              13              -2          0.0000;
   599    5.304              -2              13              -2          0.0000;
   600    5.313              -2              13              -2          0.0000;
   601    5.321              -2              13              -2          0.0000;
   602    5.330              -2              13              -2          0.0000;
   603    5.339              -2              13              -2          0.0000;
   604    5.348              -2              13              -2          0.0000;
   605    5.357              -2              13              -2          0.0000;
   606    5.366              -2              13              -2          0.0000;
   607    5.374              -2              13              -2          0.0000;
   608    5.383              -2              13              -2          0.0000;
   609    5.392              -2              13              -2          0.0000;
   610    5.401              -2              13              -2          0.0000;
   611    5.410              -2              13              -2          0.0000;
   612    5.419              -2              13              -2          0.0000;
   613    5.428              -2              13              -2          0.0000;
   614    5.436              -2              13              -2          0.0000;
   615    5.445              -2              13              -2          0.0000;
   616    5.454              -2              13              -2          0.0000;
   617    5.463              -2              13              -2          0.0000;
   618    5.472              -2              13              -2          0.0000;
   619    5.481              -2              13              -2          0.0000;
   620    5.490              -2              13              -2          0.0000;
   621    5.498              -2              13              -2          0.0000;
   622    5.507              -2              13              -2          0.0000;
   623    5.516              -2              13              -2          0.0000;
   624    5.525              -2              13              -2          0.0000;
   625    5.534              -2              13              -2          0.0000;
   626    5.543              -2              13              -2          0.0000;
   627    5.552              -2              13              -2          0.0000;
   628    5.560              -2              13              -2          0.0000;
   629    5.569              -2              13              -2          0.0000;
   630    5.578              -2              13              -2          0.0000;
   631    5.587              -2              13              -2          0.0000;
   632    5.596              -2              13              -2          0.0000;
   633    5.605              -2              13              -2          0.0000;
   634    5.614              -2              13              -2          0.0000;
   635    5.622              -2              13              -2          0.0000;
   636    5.631              -2              13              -2          0.0000;
   637    5.640              -2              13              -2          0.0000;
   638    5.649              -2              13              -2          0.0000;
   639    5.658              -2              13              -2          0.0000;
   640    5.667              -2              13              -2          0.0000;
   641    5.676              -2              13              -2          0.0000;
   642    5.684              -2              13              -2          0.0000;
   643    5.693              -2              13              -2          0.0000;
   644    5.702              -2              13              -2          0.0000;
   645    5.711              -2              13              -2          0.0000;
   646    5.720              -2              13              -2          0.0000;
   647    5.729              -2              13              -2          0.0000;
   648    5.738              -2              13              -2          0.0000;
   649    5.746              -2              13              -2          0.0000;
   650    5.755              -2              13              -2          0.0000;
   651    5.764              -2              13              -2          0.0000;
   652    5.773              -2              13              -2          0.0000;
   653    5.782              -2              13              -2          0.0000;
   654    5.791              -2              13              -2          0.0000;
   655    5.799              -2              13              -2          0.0000;
   656    5.808              -2              13              -2          0.0000;
   657    5.817              -2              13              -2          0.0000;
   658    5.826              -2              13              -2          0.0000;
   659    5.835              -2              13              -2          0.0000;
   660    5.844              -2              13              -2          0.0000;
   661    5.853              -2              12              -2          0.0000;
   662    5.861              -2              12              -2          0.0000;
   663    5.870              -2              12              -2          0.0000;
   664    5.879              -2              12              -2          0.0000;
   665    5.888              -2              13              -2          0.0000;
   666    5.897              -2              13              -3          0.0000;
   667    5.906              -2              13              -3          0.0000;
   668    5.915              -2              13              -3          0.0000;
   669    5.923              -2              13              -3          0.0000;
   670    5.932              -2              13              -3          0.0000;
   671    5.941              -2              13              -2          0.0000;
   672    5.950              -2              13              -2          0.0000;
   673    5.959              -2              13              -2          0.0000;
   674    5.968              -2              13              -2          0.0000;
   675    5.977              -2              13              -2          0.0000;
   676    5.985              -1              13              -2          0.0000]
