 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort
    99    0.877               3             176               2          0.5000;
   100    0.885               3             177               2          0.5000;
   101    0.894               3             177               2          0.5000;
   102    0.903               2             176               2          0.5000;
   103    0.912               2             176               2          0.5000;
   104    0.921               2             175               2          0.5000;
   105    0.930               2             175               2          0.5000;
   106    0.939               2             174               1          0.5000;
   107    0.947               2             174               1          0.5000;
   108    0.956               2             173               1          0.5000;
   109    0.965               2             173               1          0.5000;
   110    0.974               2             173               1          0.5000;
   111    0.983               2             173               1          0.5000;
   112    0.992               2             173               1          0.5000;
   113    1.001               2             174               0          0.5000;
   114    1.009               2             174               0          0.5000;
   115    1.018               2             174               0          0.5000;
   116    1.027               2             175               0          0.5000;
   117    1.036               2             175               0          0.5000;
   118    1.045               2             175               0          0.5000;
   119    1.054               2             175               0          0.5000;
   120    1.063               2             175               0          0.5000;
   121    1.071               2             175               0          0.5000;
   122    1.080               2             175               0          0.5000;
   123    1.089               2             175               0          0.5000;
   124    1.098               2             174               0          0.5000;
   125    1.107               2             174               2          0.5000;
   126    1.116               2             174               2          0.5000;
   127    1.124               2             174               2          0.5000;
   128    1.133               2             174               2          0.5000;
   129    1.142               2             174               2          0.5000;
   130    1.151               2             174               2          0.5000;
   131    1.160               2             174               2          0.5000;
   132    1.169               2             174               2          0.5000;
   133    1.178               2             175               2          0.5000;
   134    1.186               2             175               2          0.5000;
   135    1.195               2             175               2          0.5000;
   136    1.204               2             175               2          0.5000;
   137    1.213               2             175               2          0.5000;
   138    1.222               3             175               2          0.5000;
   139    1.231               3             175               2          0.5000;
   140    1.240               3             175               2          0.5000;
   141    1.248               3             175               2          0.5000;
   142    1.257               3             175               2          0.5000;
   143    1.266               3             175               2          0.5000;
   144    1.275               3             174               2          0.5000;
   145    1.284               3             174               2          0.5000;
   146    1.293               3             174               2          0.5000;
   147    1.302               3             174               2          0.5000;
   148    1.310               3             174               2          0.5000;
   149    1.319               3             174               2          0.5000;
   150    1.328               4             175               2          0.5000;
   151    1.337               4             175               3          0.5000;
   152    1.346               4             175               3          0.5000;
   153    1.355               4             175               3          0.5000;
   154    1.364               3             175               3          0.5000;
   155    1.372               3             175               3          0.5000;
   156    1.381               3             175               3          0.5000;
   157    1.390               3             175               3          0.5000;
   158    1.399               3             175               3          0.5000;
   159    1.408               3             175               3          0.5000;
   160    1.417               3             175               3          0.5000;
   161    1.426               3             175               3          0.5000;
   162    1.434               3             175               2          0.5000;
   163    1.443               3             175               2          0.5000;
   164    1.452               3             174               2          0.5000;
   165    1.461               3             174               2          0.5000;
   166    1.470               3             174               3          0.5000;
   167    1.479               3             174               3          0.5000;
   168    1.488               3             175               3          0.5000;
   169    1.496               3             175               3          0.5000;
   170    1.505               3             175               3          0.5000;
   171    1.514               3             175               3          0.5000;
   172    1.523               3             175               3          0.5000;
   173    1.532               3             175               3          0.5000;
   174    1.541               3             175               3          0.5000;
   175    1.549               3             175               3          0.5000;
   176    1.558               3             175               3          0.5000;
   177    1.567               3             175               3          0.5000;
   178    1.576               3             175               3          0.5000;
   179    1.585               3             175               3          0.5000;
   180    1.594               3             175               3          0.5000;
   181    1.603               3             175               3          0.5000;
   182    1.611               3             175               3          0.5000;
   183    1.620               3             175               3          0.5000;
   184    1.629               3             175               3          0.5000;
   185    1.638               3             175               3          0.5000;
   186    1.647               3             175               3          0.5000;
   187    1.656               3             175               3          0.5000;
   188    1.665               3             175               3          0.5000;
   189    1.673               3             175               3          0.5000;
   190    1.682               3             175               3          0.5000;
   191    1.691               3             175               3          0.5000;
   192    1.700               3             175               3          0.5000;
   193    1.709               3             175               3          0.5000;
   194    1.718               3             175               3          0.5000;
   195    1.727               4             175               3          0.5000;
   196    1.735               4             175               3          0.5000;
   197    1.744               4             175               3          0.5000;
   198    1.753               4             175               3          0.5000;
   199    1.762               4             175               3          0.5000;
   200    1.771               4             175               3          0.5000;
   201    1.780               4             175               3          0.5000;
   202    1.789               4             175               3          0.5000;
   203    1.797               4             175               3          0.5000;
   204    1.806               4             175               3          0.5000;
   205    1.815               4             175               3          0.5000;
   206    1.824               4             175               3          0.5000;
   207    1.833               4             175               3          0.5000;
   208    1.842               4             175               3          0.5000;
   209    1.851               4             175               3          0.5000;
   210    1.859               4             175               3          0.5000;
   211    1.868               4             175               4          0.5000;
   212    1.877               4             175               4          0.5000;
   213    1.886               4             175               4          0.5000;
   214    1.895               4             175               4          0.5000;
   215    1.904               4             175               4          0.5000;
   216    1.913               4             175               4          0.5000;
   217    1.921               4             175               4          0.5000;
   218    1.930               4             175               4          0.5000;
   219    1.939               4             175               4          0.5000;
   220    1.948               4             175               3          0.5000;
   221    1.957               4             175               3          0.5000;
   222    1.966               4             175               3          0.5000;
   223    1.974               4             175               3          0.5000;
   224    1.983               4             175               3          0.5000;
   225    1.992               4             175               3          0.5000;
   226    2.001               4             175               3          0.5000;
   227    2.010               3             175               3          0.5000;
   228    2.019               3             175               3          0.5000;
   229    2.028               3             175               3          0.5000;
   230    2.036               3             175               3          0.5000;
   231    2.045               3             175               3          0.5000;
   232    2.054               3             175               3          0.5000;
   233    2.063               3             175               3          0.5000;
   234    2.072               3             175               3          0.5000;
   235    2.081               3             175               3          0.5000;
   236    2.090               3             175               3          0.5000;
   237    2.098               3             175               3          0.5000;
   238    2.107               3             175               3          0.5000;
   239    2.116               3             175               3          0.5000;
   240    2.125               4             175               3          0.5000;
   241    2.134               4             175               3          0.5000;
   242    2.143               4             175               3          0.5000;
   243    2.152               4             175               3          0.5000;
   244    2.160               4             175               3          0.5000;
   245    2.169               4             175               3          0.5000;
   246    2.178               4             175               3          0.5000;
   247    2.187               4             175               3          0.5000;
   248    2.196               4             175               3          0.5000;
   249    2.205               4             175               3          0.5000;
   250    2.214               4             175               3          0.5000;
   251    2.222               4             175               3          0.5000;
   252    2.231               4             175               3          0.5000;
   253    2.240               4             175               3          0.5000;
   254    2.249               4             175               3          0.5000;
   255    2.258               4             175               3          0.5000;
   256    2.267               4             175               4          0.5000;
   257    2.276               4             175               4          0.5000;
   258    2.284               4             175               4          0.5000;
   259    2.293               4             175               4          0.5000;
   260    2.302               4             175               4          0.5000;
   261    2.311               4             175               4          0.5000;
   262    2.320               4             175               4          0.5000;
   263    2.329               4             175               4          0.5000;
   264    2.338               4             175               4          0.5000;
   265    2.346               4             175               4          0.5000;
   266    2.355               4             175               4          0.5000;
   267    2.364               4             175               4          0.5000;
   268    2.373               4             175               4          0.5000;
   269    2.382               4             175               4          0.5000;
   270    2.391               4             175               4          0.5000;
   271    2.399               4             175               4          0.5000;
   272    2.408               4             175               4          0.5000;
   273    2.417               4             175               4          0.5000;
   274    2.426               4             175               4          0.5000;
   275    2.435               4             175               4          0.5000;
   276    2.444               4             175               4          0.5000;
   277    2.453               4             175               4          0.5000;
   278    2.461               4             175               4          0.5000;
   279    2.470               4             175               4          0.5000;
   280    2.479               4             175               4          0.5000;
   281    2.488               4             175               4          0.5000;
   282    2.497               4             175               4          0.5000;
   283    2.506               4             175               4          0.5000;
   284    2.515               4             175               4          0.5000;
   285    2.523               4             175               4          0.5000;
   286    2.532               4             175               4          0.5000;
   287    2.541               4             175               4          0.5000;
   288    2.550               4             175               4          0.5000;
   289    2.559               4             175               4          0.5000;
   290    2.568               4             175               4          0.5000;
   291    2.577               4             175               4          0.5000;
   292    2.585               4             175               4          0.5000;
   293    2.594               4             175               4          0.5000;
   294    2.603               4             175               4          0.5000;
   295    2.612               4             175               4          0.5000;
   296    2.621               4             175               4          0.5000;
   297    2.630               4             175               4          0.5000;
   298    2.639               4             175               4          0.5000;
   299    2.647               4             175               4          0.5000;
   300    2.656               4             175               4          0.5000;
   301    2.665               4             175               4          0.5000;
   302    2.674               4             175               4          0.5000;
   303    2.683               4             175               4          0.5000;
   304    2.692               4             175               4          0.5000;
   305    2.701               4             175               4          0.5000;
   306    2.709               4             175               4          0.5000;
   307    2.718               4             175               4          0.5000;
   308    2.727               4             175               4          0.5000;
   309    2.736               4             175               4          0.5000;
   310    2.745               4             175               4          0.5000;
   311    2.754               4             175               4          0.5000;
   312    2.763               4             175               4          0.5000;
   313    2.771               4             175               4          0.5000;
   314    2.780               4             175               4          0.5000;
   315    2.789               4             175               4          0.5000;
   316    2.798               4             175               4          0.5000;
   317    2.807               4             175               4          0.5000;
   318    2.816               4             175               4          0.5000;
   319    2.824               4             175               5          0.5000;
   320    2.833               4             175               5          0.5000;
   321    2.842               5             175               5          0.5000;
   322    2.851               5             175               5          0.5000;
   323    2.860               5             175               5          0.5000;
   324    2.869               5             176               5          0.5000;
   325    2.878               5             176               5          0.5000;
   326    2.886               5             176               5          0.5000;
   327    2.895               5             176               5          0.5000;
   328    2.904               5             176               5          0.5000;
   329    2.913               5             176               5          0.5000;
   330    2.922               5             176               5          0.5000;
   331    2.931               5             176               5          0.5000;
   332    2.940               5             176               5          0.5000;
   333    2.948               5             176               5          0.5000;
   334    2.957               5             176               5          0.5000;
   335    2.966               5             176               5          0.5000;
   336    2.975               5             176               5          0.5000;
   337    2.984               5             176               5          0.5000;
   338    2.993               5             176               5          0.5000;
   339    3.002               5             176               5          0.0000;
   340    3.010               5             174               5          0.0000;
   341    3.019               5             170               5          0.0000;
   342    3.028               5             161               5          0.0000;
   343    3.037               5             150               5          0.0000;
   344    3.046               4             135               5          0.0000;
   345    3.055               4             118               4          0.0000;
   346    3.064               4              99               4          0.0000;
   347    3.072               4              77               3          0.0000;
   348    3.081               4              55               3          0.0000;
   349    3.090               4              32               2          0.0000;
   350    3.099               3               9               1          0.0000;
   351    3.108               2             -13               0          0.0000;
   352    3.117               2             -34              -0          0.0000;
   353    3.126               2             -52              -1          0.0000;
   354    3.134               1             -69              -1          0.0000;
   355    3.143               1             -82              -1          0.0000;
   356    3.152               1             -92              -2          0.0000;
   357    3.161               1             -99              -2          0.0000;
   358    3.170               0            -102              -2          0.0000;
   359    3.179               0            -103              -3          0.0000;
   360    3.188              -1             -98              -4          0.0000;
   361    3.196              -1             -91              -4          0.0000;
   362    3.205              -2             -81              -4          0.0000;
   363    3.214              -1             -70              -4          0.0000;
   364    3.223              -1             -57              -4          0.0000;
   365    3.232              -1             -43              -4          0.0000;
   366    3.241              -1             -28              -3          0.0000;
   367    3.249              -1             -13              -3          0.0000;
   368    3.258              -1               1              -2          0.0000;
   369    3.267              -0              14              -2          0.0000;
   370    3.276               0              27              -2          0.0000;
   371    3.285               0              37              -1          0.0000;
   372    3.294               1              46              -1          0.0000;
   373    3.303               1              53              -1          0.0000;
   374    3.311               1              58              -1          0.0000;
   375    3.320               1              60              -1          0.0000;
   376    3.329               1              60              -0          0.0000;
   377    3.338               1              58              -0          0.0000;
   378    3.347               1              53              -0          0.0000;
   379    3.356               1              47              -0          0.0000;
   380    3.365               1              40              -0          0.0000;
   381    3.373               1              32              -0          0.0000;
   382    3.382               0              23              -0          0.0000;
   383    3.391               0              15              -0          0.0000;
   384    3.400               0               6              -2          0.0000;
   385    3.409               0              -3              -2          0.0000;
   386    3.418               0             -10              -2          0.0000;
   387    3.427               0             -17              -2          0.0000;
   388    3.435               0             -23              -2          0.0000;
   389    3.444               0             -27              -2          0.0000;
   390    3.453               0             -30              -2          0.0000;
   391    3.462               0             -32              -2          0.0000;
   392    3.471               0             -33              -3          0.0000;
   393    3.480               0             -31              -3          0.0000;
   394    3.489               0             -28              -2          0.0000;
   395    3.497               0             -25              -2          0.0000;
   396    3.506               0             -20              -2          0.0000;
   397    3.515               0             -15              -2          0.0000;
   398    3.524               0             -11              -2          0.0000;
   399    3.533               0              -6              -2          0.0000;
   400    3.542               0              -1              -2          0.0000;
   401    3.551               0               3              -2          0.0000;
   402    3.559               0               7              -2          0.0000;
   403    3.568               0              10              -2          0.0000;
   404    3.577               0              12              -2          0.0000;
   405    3.586               0              13              -2          0.0000;
   406    3.595               0              13              -2          0.0000;
   407    3.604               0              13              -2          0.0000;
   408    3.613               0              11              -2          0.0000;
   409    3.621               0              10              -2          0.0000;
   410    3.630               0               7              -2          0.0000;
   411    3.639               0               5              -2          0.0000;
   412    3.648               0               2              -2          0.0000;
   413    3.657               0              -1              -2          0.0000;
   414    3.666               0              -3              -2          0.0000;
   415    3.674               0              -5              -2          0.0000;
   416    3.683               0              -7              -2          0.0000;
   417    3.692               0              -8              -2          0.0000;
   418    3.701               0              -9              -2          0.0000;
   419    3.710               0              -9              -2          0.0000;
   420    3.719               0              -9              -2          0.0000;
   421    3.728               0              -7              -2          0.0000;
   422    3.736               0              -5              -2          0.0000;
   423    3.745               0              -4              -2          0.0000;
   424    3.754               0              -2              -2          0.0000;
   425    3.763               0              -1              -2          0.0000;
   426    3.772               0               1              -2          0.0000;
   427    3.781               0               2              -2          0.0000;
   428    3.790               0               2              -2          0.0000;
   429    3.798               0               3              -2          0.0000;
   430    3.807               0               3              -2          0.0000;
   431    3.816               0               2              -2          0.0000;
   432    3.825               0               2              -2          0.0000;
   433    3.834               0               1              -2          0.0000;
   434    3.843               0               0              -2          0.0000;
   435    3.852               0              -1              -2          0.0000;
   436    3.860               0              -2              -2          0.0000;
   437    3.869               0              -3              -2          0.0000;
   438    3.878               0              -4              -2          0.0000;
   439    3.887               0              -4              -2          0.0000;
   440    3.896               0              -4              -2          0.0000;
   441    3.905               0              -5              -3          0.0000;
   442    3.914               0              -3              -3          0.0000;
   443    3.922               0              -3              -3          0.0000;
   444    3.931               0              -2              -3          0.0000;
   445    3.940               0              -2              -3          0.0000;
   446    3.949               0              -1              -3          0.0000;
   447    3.958               0              -0              -3          0.0000;
   448    3.967               0               0              -3          0.0000;
   449    3.976               0               0              -3          0.0000;
   450    3.984               0               0              -3          0.0000;
   451    3.993               0               0              -3          0.0000;
   452    4.002               0               0              -3          0.0000;
   453    4.011               0              -1              -3          0.0000;
   454    4.020               0              -1              -3          0.0000;
   455    4.029               0              -2              -3          0.0000;
   456    4.038               0              -2              -3          0.0000;
   457    4.046               0              -3              -3          0.0000;
   458    4.055               0              -3              -3          0.0000;
   459    4.064               0              -3              -3          0.0000;
   460    4.073               0              -4              -3          0.0000;
   461    4.082               0              -2              -3          0.0000;
   462    4.091               0              -2              -3          0.0000;
   463    4.099               0              -2              -3          0.0000;
   464    4.108               0              -1              -3          0.0000;
   465    4.117               0              -1              -3          0.0000;
   466    4.126               0              -1              -3          0.0000;
   467    4.135               0              -1              -3          0.0000;
   468    4.144               0              -1              -3          0.0000;
   469    4.153               0              -1              -3          0.0000;
   470    4.161               0              -1              -3          0.0000;
   471    4.170               0              -1              -3          0.0000;
   472    4.179               0              -1              -3          0.0000;
   473    4.188               0              -2              -3          0.0000;
   474    4.197               0              -2              -3          0.0000;
   475    4.206               0              -2              -3          0.0000;
   476    4.215               0              -2              -3          0.0000;
   477    4.223               0              -2              -3          0.0000;
   478    4.232               0              -2              -3          0.0000;
   479    4.241               0              -2              -3          0.0000;
   480    4.250               0              -2              -3          0.0000;
   481    4.259               0              -2              -3          0.0000;
   482    4.268               0              -1              -3          0.0000;
   483    4.277               0              -1              -3          0.0000;
   484    4.285               0              -1              -3          0.0000;
   485    4.294               0              -1              -3          0.0000;
   486    4.303               0              -1              -3          0.0000;
   487    4.312               0              -1              -3          0.0000;
   488    4.321               0              -1              -3          0.0000;
   489    4.330               0              -1              -3          0.0000;
   490    4.339               0              -1              -3          0.0000;
   491    4.347               0              -2              -3          0.0000;
   492    4.356               0              -2              -3          0.0000;
   493    4.365               0              -2              -3          0.0000;
   494    4.374               0              -2              -3          0.0000;
   495    4.383               0              -2              -2          0.0000;
   496    4.392               0              -2              -2          0.0000;
   497    4.401               0              -2              -2          0.0000;
   498    4.409               0              -2              -2          0.0000;
   499    4.418               0              -2              -2          0.0000;
   500    4.427               0              -1              -2          0.0000;
   501    4.436               0              -1              -2          0.0000;
   502    4.445               0              -1              -2          0.0000;
   503    4.454               0              -1              -2          0.0000;
   504    4.463               0              -1              -2          0.0000;
   505    4.471               0              -1              -2          0.0000;
   506    4.480               0              -1              -2          0.0000;
   507    4.489               0              -1              -2          0.0000;
   508    4.498               0              -1              -2          0.0000;
   509    4.507               0              -2              -2          0.0000;
   510    4.516               0              -2              -2          0.0000;
   511    4.524               0              -2              -2          0.0000;
   512    4.533               0              -2              -2          0.0000;
   513    4.542               0              -2              -2          0.0000;
   514    4.551               0              -2              -2          0.0000;
   515    4.560               0              -2              -2          0.0000;
   516    4.569               0              -2              -2          0.0000;
   517    4.578               0              -1              -2          0.0000;
   518    4.586               0              -1              -2          0.0000;
   519    4.595               0              -1              -2          0.0000;
   520    4.604               0              -1              -2          0.0000;
   521    4.613               0              -1              -2          0.0000;
   522    4.622               0              -1              -2          0.0000;
   523    4.631               0              -1              -2          0.0000;
   524    4.640               0              -1              -2          0.0000;
   525    4.648               0              -1              -3          0.0000;
   526    4.657               0              -2              -3          0.0000;
   527    4.666               0              -2              -3          0.0000;
   528    4.675               0              -2              -3          0.0000;
   529    4.684               0              -2              -3          0.0000;
   530    4.693               0              -2              -3          0.0000;
   531    4.702               0              -2              -3          0.0000;
   532    4.710               0              -2              -3          0.0000;
   533    4.719               0              -2              -3          0.0000;
   534    4.728               0              -2              -3          0.0000;
   535    4.737               0              -2              -3          0.0000;
   536    4.746               0              -2              -3          0.0000;
   537    4.755               0              -2              -3          0.0000;
   538    4.764               0              -2              -3          0.0000;
   539    4.772               0              -2              -3          0.0000;
   540    4.781               0              -2              -3          0.0000;
   541    4.790               0              -2              -3          0.0000;
   542    4.799               0              -2              -3          0.0000;
   543    4.808               0              -2              -3          0.0000;
   544    4.817               0              -2              -3          0.0000;
   545    4.826               0              -2              -3          0.0000;
   546    4.834               0              -2              -3          0.0000;
   547    4.843               0              -2              -3          0.0000;
   548    4.852               0              -2              -2          0.0000;
   549    4.861               0              -2              -2          0.0000;
   550    4.870               0              -2              -2          0.0000;
   551    4.879               0              -2              -2          0.0000;
   552    4.888               0              -2              -2          0.0000;
   553    4.896               0              -2              -2          0.0000;
   554    4.905               0              -2              -2          0.0000;
   555    4.914               0              -2              -2          0.0000;
   556    4.923               0              -2              -2          0.0000;
   557    4.932               0              -2              -2          0.0000;
   558    4.941               0              -2              -2          0.0000;
   559    4.949               0              -2              -3          0.0000;
   560    4.958               0              -2              -3          0.0000;
   561    4.967               0              -2              -3          0.0000;
   562    4.976               0              -2              -3          0.0000;
   563    4.985              -0              -2              -3          0.0000;
   564    4.994              -0              -2              -3          0.0000;
   565    5.003              -0              -2              -3          0.0000;
   566    5.011              -0              -2              -3          0.0000;
   567    5.020              -0              -2              -3          0.0000;
   568    5.029              -0              -2              -3          0.0000;
   569    5.038              -0              -2              -3          0.0000;
   570    5.047              -0              -2              -3          0.0000;
   571    5.056              -0              -2              -3          0.0000;
   572    5.065              -0              -2              -3          0.0000;
   573    5.073              -0              -2              -3          0.0000;
   574    5.082              -0              -2              -3          0.0000;
   575    5.091              -0              -2              -4          0.0000;
   576    5.100              -0              -2              -4          0.0000;
   577    5.109              -0              -2              -4          0.0000;
   578    5.118              -0              -2              -4          0.0000;
   579    5.127              -0              -2              -4          0.0000;
   580    5.135              -0              -2              -4          0.0000;
   581    5.144              -0              -2              -4          0.0000;
   582    5.153              -0              -2              -4          0.0000;
   583    5.162              -0              -2              -4          0.0000;
   584    5.171              -0              -2              -4          0.0000;
   585    5.180              -0              -2              -4          0.0000;
   586    5.189              -1              -2              -4          0.0000;
   587    5.197              -1              -2              -4          0.0000;
   588    5.206              -1              -2              -4          0.0000;
   589    5.215              -1              -2              -4          0.0000;
   590    5.224              -1              -2              -4          0.0000;
   591    5.233              -1              -2              -4          0.0000;
   592    5.242              -1              -2              -4          0.0000;
   593    5.251              -1              -2              -4          0.0000;
   594    5.259              -1              -2              -4          0.0000;
   595    5.268              -1              -2              -4          0.0000;
   596    5.277              -1              -2              -4          0.0000;
   597    5.286              -1              -2              -4          0.0000;
   598    5.295              -1              -2              -4          0.0000;
   599    5.304              -1              -2              -4          0.0000;
   600    5.313              -1              -2              -4          0.0000;
   601    5.321              -1              -2              -4          0.0000;
   602    5.330              -1              -2              -4          0.0000;
   603    5.339              -1              -2              -3          0.0000;
   604    5.348              -1              -2              -3          0.0000;
   605    5.357              -1              -2              -3          0.0000;
   606    5.366              -1              -2              -3          0.0000;
   607    5.374              -1              -2              -3          0.0000;
   608    5.383              -1              -2              -3          0.0000;
   609    5.392              -1              -2              -4          0.0000;
   610    5.401              -1              -2              -4          0.0000;
   611    5.410              -1              -2              -4          0.0000;
   612    5.419              -1              -2              -4          0.0000;
   613    5.428              -1              -2              -4          0.0000;
   614    5.436              -1              -2              -4          0.0000;
   615    5.445              -1              -2              -4          0.0000;
   616    5.454              -1              -2              -4          0.0000;
   617    5.463              -1              -2              -4          0.0000;
   618    5.472              -1              -2              -4          0.0000;
   619    5.481              -1              -2              -4          0.0000;
   620    5.490              -1              -2              -4          0.0000;
   621    5.498              -1              -2              -4          0.0000;
   622    5.507              -1              -2              -4          0.0000;
   623    5.516              -1              -2              -4          0.0000;
   624    5.525              -1              -2              -4          0.0000;
   625    5.534              -1              -2              -4          0.0000;
   626    5.543              -1              -2              -4          0.0000;
   627    5.552              -1              -2              -4          0.0000;
   628    5.560              -1              -2              -4          0.0000;
   629    5.569              -1              -2              -4          0.0000;
   630    5.578              -1              -2              -4          0.0000;
   631    5.587              -1              -2              -4          0.0000;
   632    5.596              -1              -2              -4          0.0000;
   633    5.605              -1              -2              -4          0.0000;
   634    5.614              -1              -2              -4          0.0000;
   635    5.622              -1              -2              -4          0.0000;
   636    5.631              -1              -2              -4          0.0000;
   637    5.640              -1              -2              -4          0.0000;
   638    5.649              -1              -2              -4          0.0000;
   639    5.658              -1              -2              -4          0.0000;
   640    5.667              -1              -2              -4          0.0000;
   641    5.676              -1              -2              -4          0.0000;
   642    5.684              -1              -2              -4          0.0000;
   643    5.693              -1              -2              -4          0.0000;
   644    5.702              -1              -2              -4          0.0000;
   645    5.711              -1              -2              -4          0.0000;
   646    5.720              -1              -2              -4          0.0000;
   647    5.729              -1              -2              -5          0.0000;
   648    5.738              -1              -2              -5          0.0000;
   649    5.746              -1              -2              -5          0.0000;
   650    5.755              -2              -2              -5          0.0000;
   651    5.764              -2              -2              -5          0.0000;
   652    5.773              -2              -2              -5          0.0000;
   653    5.782              -2              -2              -5          0.0000;
   654    5.791              -2              -2              -5          0.0000;
   655    5.799              -2              -2              -5          0.0000;
   656    5.808              -2              -2              -5          0.0000;
   657    5.817              -2              -2              -5          0.0000;
   658    5.826              -2              -2              -5          0.0000;
   659    5.835              -2              -2              -5          0.0000;
   660    5.844              -2              -2              -5          0.0000;
   661    5.853              -2              -2              -5          0.0000;
   662    5.861              -2              -2              -5          0.0000;
   663    5.870              -2              -2              -5          0.0000;
   664    5.879              -2              -2              -5          0.0000;
   665    5.888              -2              -2              -5          0.0000;
   666    5.897              -2              -2              -5          0.0000;
   667    5.906              -2              -2              -5          0.0000;
   668    5.915              -2              -2              -5          0.0000;
   669    5.923              -2              -2              -5          0.0000;
   670    5.932              -2              -2              -5          0.0000;
   671    5.941              -2              -2              -5          0.0000;
   672    5.950              -2              -2              -5          0.0000;
   673    5.959              -2              -2              -5          0.0000;
   674    5.968              -2              -2              -5          0.0000;
   675    5.977              -2              -2              -5          0.0000;
   676    5.985              -2              -2              -5          0.0000]
